Month,Elevation,SCA
1.0,100,0.0
1.0,200,0.0
1.0,300,0.0
1.0,400,0.0
1.0,500,0.0
1.0,600,0.0
1.0,700,0.0
1.0,800,0.0
1.0,900,0.0
1.0,1000,0.0
1.0,1100,0.0
1.0,1200,2.6524583315374124E-5
1.0,1300,0.0
1.0,1400,0.004711684537308173
1.0,1500,0.0027710917258190557
1.0,1600,0.021448374261950835
1.0,1700,0.07817790315066617
1.0,1800,0.10444989488437276
1.0,1900,0.07883967480865699
1.0,2000,0.12067212740325388
1.0,2100,0.17468834279463608
1.0,2200,0.35864702726910375
1.0,2300,0.44340873349668997
1.0,2400,0.9281779308590261
1.0,2500,1.539080608332252
1.0,2600,2.339563114356524
1.0,2700,4.039362531241867
1.0,2800,5.664968961625249
1.0,2900,8.774039889036805
1.0,3000,12.29574739143657
1.0,3100,17.157335763470382
1.0,3200,21.551391664161557
1.0,3300,27.26854908186283
1.0,3400,31.42600423372179
1.0,3500,39.187449099124144
1.0,3600,41.719567406103366
1.0,3700,49.6964313873906
1.0,3800,56.75277604373556
1.0,3900,61.69754958303775
1.0,4000,67.17178096546249
1.0,4100,69.45442252911684
1.0,4200,65.43418149727881
1.0,4300,67.88729745370362
1.0,4400,73.62035771584762
1.0,4500,70.25010860121635
1.0,4600,71.92546498905915
1.0,4700,75.83944723618089
1.0,4800,86.71413003995642
1.0,4900,85.74085234610419
1.0,5000,90.51380552220888
1.0,5100,80.26180257510731
2.0,100,0.0
2.0,200,0.0
2.0,300,0.0
2.0,400,0.0
2.0,500,0.0
2.0,600,0.0
2.0,700,0.0
2.0,800,0.0
2.0,900,0.0
2.0,1000,0.0
2.0,1100,0.0
2.0,1200,2.6524583315374124E-5
2.0,1300,5.047796321418435E-4
2.0,1400,0.00691340628371386
2.0,1500,0.00838609778159349
2.0,1600,0.017933578479705784
2.0,1700,0.09953449812735433
2.0,1800,0.13036284357237396
2.0,1900,0.09463232870692481
2.0,2000,0.13968319367999582
2.0,2100,0.15685645851800153
2.0,2200,0.28757314330428113
2.0,2300,0.3866757488205395
2.0,2400,0.5713181404542196
2.0,2500,0.8763129550644086
2.0,2600,1.1815091199544314
2.0,2700,1.9708050775336043
2.0,2800,2.700625470278391
2.0,2900,4.446813203593567
2.0,3000,6.2600408201049484
2.0,3100,9.310706939943445
2.0,3200,12.149148556170498
2.0,3300,16.64786994104939
2.0,3400,20.19532760335633
2.0,3500,27.727840687231414
2.0,3600,30.69055667793488
2.0,3700,39.29733970416605
2.0,3800,47.67336322191316
2.0,3900,53.369616786089715
2.0,4000,59.40718503518877
2.0,4100,61.39663938268487
2.0,4200,57.210128940530204
2.0,4300,59.36168981481477
2.0,4400,64.71721433240238
2.0,4500,61.13596872284975
2.0,4600,62.67355032822762
2.0,4700,65.78417085427138
2.0,4800,80.75154377043225
2.0,4900,82.97761515281968
2.0,5000,89.7418967587035
2.0,5100,74.60729613733906
3.0,100,0.0
3.0,200,0.0
3.0,300,0.0
