Month,Mean,P25,P75
1.0,4.84,1.27,7.67
2.0,7.81,3.65,11.15
3.0,7.63,3.86,10.29
4.0,10.94,6.19,14.44
5.0,19.76,12.61,25.10
6.0,25.16,17.23,32.48
7.0,26.69,18.10,34.49
8.0,19.84,13.48,25.21
9.0,13.91,7.66,18.79
10.0,8.56,4.87,11.50
11.0,5.40,2.83,7.29
12.0,4.06,1.33,6.03
