Month,Mean,P25,P75
1.0,0.06,0.00,0.02
2.0,0.07,0.00,0.02
3.0,0.26,0.00,0.18
4.0,1.27,0.07,1.85
5.0,5.12,1.79,7.44
6.0,11.13,4.85,15.79
7.0,13.67,5.13,18.75
8.0,6.25,1.38,7.51
9.0,1.21,0.17,1.69
10.0,0.41,0.03,0.47
11.0,0.13,0.00,0.09
12.0,0.07,0.00,0.03
