Month,Mean,P25,P75
1.0,4.42,1.81,6.45
2.0,3.21,1.54,4.09
3.0,2.62,1.43,3.32
4.0,3.95,1.56,5.72
5.0,6.81,3.59,9.39
6.0,11.56,6.66,15.58
7.0,15.39,10.65,19.71
8.0,15.17,11.02,19.03
9.0,14.85,10.92,18.76
10.0,13.18,10.14,16.07
11.0,11.64,8.63,14.88
12.0,8.21,4.69,11.94
