Month,Elevation,SCA
1.0,3800,0.0
1.0,3900,0.0
1.0,4000,1.5375756720026832
1.0,4100,0.8872637407449259
1.0,4200,0.3175099691228725
1.0,4300,0.3803204247196042
1.0,4400,0.16331677493312982
1.0,4500,0.21842466752473638
1.0,4600,0.8457136092077516
1.0,4700,0.4555740422035915
1.0,4800,0.8297786872106343
1.0,4900,1.2693282586415218
1.0,5000,2.000849312133672
1.0,5100,2.7196773391530087
1.0,5200,3.76543799718114
1.0,5300,5.287886845711717
1.0,5400,7.190768929156567
1.0,5500,9.20946992816564
1.0,5600,11.474493731918992
1.0,5700,13.690825987593865
1.0,5800,15.965256797583088
1.0,5900,20.286381322957197
1.0,6000,23.833333333333332
1.0,6100,35.13875598086125
2.0,3800,0.0
2.0,3900,0.0
2.0,4000,2.706379392506046
2.0,4100,0.9519743339048918
2.0,4200,0.5123306800726156
2.0,4300,0.7564065953079974
2.0,4400,0.2985532004165828
2.0,4500,0.4594305644826489
2.0,4600,1.4064080019173222
2.0,4700,1.2530117610041973
2.0,4800,2.1503889711359956
2.0,4900,3.2714697995549225
2.0,5000,4.947759652317613
2.0,5100,6.639746954335735
2.0,5200,9.263833480646268
2.0,5300,12.840056045327154
2.0,5400,16.231154864096546
2.0,5500,19.67585332644724
2.0,5600,22.560559305689473
2.0,5700,25.551529002067703
2.0,5800,29.86314199395772
2.0,5900,37.190661478599225
2.0,6000,47.71271929824562
2.0,6100,64.80143540669857
3.0,3800,0.0
3.0,3900,0.00430866545962918
3.0,4000,2.7296193014348993
3.0,4100,1.435832305674153
3.0,4200,0.9492218653508985
3.0,4300,0.9900727138192845
3.0,4400,0.533848816561398
3.0,4500,0.6508164217214506
3.0,4600,1.5534871230693301
3.0,4700,1.0395370604322782
3.0,4800,1.4537147922187008
3.0,4900,2.0522462588564667
3.0,5000,3.103409490871792
3.0,5100,4.123229923478535
3.0,5200,5.987705342283577
3.0,5300,8.5677862095768
3.0,5400,12.526557533153136
3.0,5500,16.04805389924408
3.0,5600,20.8702507232401
3.0,5700,23.408205463053665
3.0,5800,27.585498489425998
3.0,5900,31.314396887159536
3.0,6000,41.34649122807018
3.0,6100,59.79665071770335
4.0,3800,0.8230390403609652
4.0,3900,0.832007883941054
4.0,4000,3.8719091406484414
4.0,4100,2.7466750517104974
4.0,4200,1.8052941085199163
4.0,4300,1.5613298652775713
4.0,4400,1.331169502573671
4.0,4500,1.6381761906517398
4.0,4600,2.529301189372747
4.0,4700,1.8951282650254397
4.0,4800,2.4292147969335116
4.0,4900,3.132453125942014
4.0,5000,4.609890278054059
4.0,5100,5.8750462719964585
4.0,5200,7.777167291751265
4.0,5300,11.053140788316378
4.0,5400,14.523826861407876
4.0,5500,16.891262500586897
4.0,5600,20.13085824493729
4.0,5700,22.072042659701832
4.0,5800,23.557401812688834
4.0,5900,25.59066147859922
4.0,6000,33.603070175438596
4.0,6100,53.68899521531101
5.0,3800,2.7979750735961706
5.0,3900,2.9321614374441363
5.0,4000,9.418119804444132
5.0,4100,8.325380643322834
5.0,4200,6.368402923241643
5.0,4300,5.100499529449178
5.0,4400,5.530430743179973
5.0,4500,7.356032640840171
5.0,4600,8.682058634141617
5.0,4700,7.720322970746139
5.0,4800,8.45385246442692
5.0,4900,9.822210164586789
5.0,5000,13.241889451696286
5.0,5100,15.988159893919716
5.0,5200,20.1902088658497
5.0,5300,26.781320951543304
5.0,5400,30.351612496674218
5.0,5500,32.670547913047585
5.0,5600,32.64353905496625
5.0,5700,31.98117314179997
5.0,5800,28.115709969788533
5.0,5900,29.084824902723735
5.0,6000,37.401315789473685
5.0,6100,57.40909090909091
6.0,3800,8.798635375684379
6.0,3900,7.839089679829483
6.0,4000,20.437657741929808
6.0,4100,18.926907638414633
6.0,4200,14.612384986578556
6.0,4300,13.171092001479925
6.0,4400,13.846914967744855
6.0,4500,17.08692042232417
6.0,4600,18.376044202277168
6.0,4700,16.860107455628235
6.0,4800,17.96052956652135
6.0,4900,19.982125865987385
6.0,5000,26.09879948582188
6.0,5100,29.207514019724307
6.0,5200,35.44962295852143
6.0,5300,45.447217165415545
6.0,5400,49.51485065326069
6.0,5500,52.514226020000876
6.0,5600,50.04701060752168
6.0,5700,46.251496354336716
6.0,5800,36.692749244713006
6.0,5900,38.519066147859924
6.0,6000,46.734649122807014
6.0,6100,64.86124401913877
7.0,3800,15.217789638759733
7.0,3900,13.881603373593379
7.0,4000,22.37954693870345
7.0,4100,20.58707753381449
7.0,4200,15.306639358252278
7.0,4300,13.887513733191357
7.0,4400,14.146962170424215
7.0,4500,18.01361477589476
7.0,4600,19.836098141298415
7.0,4700,17.420249712768477
7.0,4800,18.27040141821255
7.0,4900,20.359136673298508
7.0,5000,26.966987772965876
7.0,5100,30.474460620459148
7.0,5200,37.64664007071028
7.0,5300,48.97852277608464
7.0,5400,52.95153407738298
7.0,5500,54.9107000328654
7.0,5600,51.1447926711668
7.0,5700,46.2820763956905
7.0,5800,36.524773413897286
7.0,5900,38.51595330739299
7.0,6000,43.17324561403509
7.0,6100,62.569377990430624
8.0,3800,10.897955814785266
8.0,3900,8.623610569981436
8.0,4000,17.840175435500118
8.0,4100,15.462859332701179
8.0,4200,11.454337538208517
8.0,4300,8.877777762147467
8.0,4400,9.087128653524838
8.0,4500,12.394576850392962
8.0,4600,13.404977231842556
8.0,4700,11.518111882889057
8.0,4800,12.783688672217732
8.0,4900,14.95008663148995
8.0,5000,20.99777342494687
8.0,5100,25.59940329843357
8.0,5200,33.17071578159469
8.0,5300,45.31643109902026
8.0,5400,49.436277324221685
8.0,5500,51.40222545659414
8.0,5600,47.84980713596916
8.0,5700,42.72978561323322
8.0,5800,33.91540785498492
8.0,5900,32.201556420233466
8.0,6000,40.260964912280706
8.0,6100,61.07177033492823
9.0,3800,4.508377582744107
9.0,3900,4.487566749936975
9.0,4000,11.741303235143587
9.0,4100,9.118700776762944
9.0,4200,6.431814302782046
9.0,4300,5.178755860784488
9.0,4400,5.4303026216218315
9.0,4500,7.135981060490703
9.0,4600,8.498928727148868
9.0,4700,7.514272592776276
9.0,4800,8.497113598431005
9.0,4900,10.606674687615563
9.0,5000,15.75373391280395
9.0,5100,20.503654797093848
9.0,5200,27.959739773695482
9.0,5300,40.40910020659051
9.0,5400,45.055705703603
9.0,5500,47.2197755763181
9.0,5600,43.55448408871744
9.0,5700,38.362498639677874
9.0,5800,27.946525679758327
9.0,5900,27.522957198443578
9.0,6000,43.66228070175439
9.0,6100,64.61004784688996
10.0,3800,0.0
10.0,3900,0.0212224692320033
10.0,4000,3.391107326285319
10.0,4100,1.5521060052963351
10.0,4200,0.8187745349035674
10.0,4300,0.9266179844669001
10.0,4400,0.819384566971612
10.0,4500,1.327128090132574
10.0,4600,2.241143230046462
10.0,4700,2.0063898118970487
10.0,4800,2.5739610934568202
10.0,4900,3.6828370043591105
10.0,5000,6.287610754893079
10.0,5100,9.135992706980804
10.0,5200,13.614645294347142
10.0,5300,21.795475464828517
10.0,5400,25.69777765330269
10.0,5500,27.912859758674053
10.0,5600,26.32661523625841
10.0,5700,22.306779845467428
10.0,5800,14.994864048338378
10.0,5900,17.468482490272375
10.0,6000,28.396929824561408
10.0,6100,54.0023923444976
11.0,3800,0.0
11.0,3900,0.0
11.0,4000,1.5318396018284832
11.0,4100,0.9369844303492731
11.0,4200,0.2855094726062469
11.0,4300,0.2850384529357734
11.0,4400,0.08635243168723367
11.0,4500,0.001298324520221004
11.0,4600,0.4776346526448328
11.0,4700,0.020353322749859938
11.0,4800,0.06308027421286452
11.0,4900,0.2252051763953448
11.0,5000,0.6367698593661518
11.0,5100,1.5295394900411599
11.0,5200,3.1660017677551893
11.0,5300,6.710855202601796
11.0,5400,9.31482544705996
11.0,5500,10.50140851683177
11.0,5600,10.788042430086783
11.0,5700,8.737947545978889
11.0,5800,4.7090634441087635
11.0,5900,9.99455252918288
11.0,6000,16.769736842105264
11.0,6100,41.96411483253589
12.0,3800,0.0
12.0,3900,0.0
12.0,4000,0.8716002753313685
12.0,4100,0.9419122813051188
12.0,4200,0.2919952210274792
12.0,4300,0.21785026495739754
12.0,4400,0.05011426045389503
12.0,4500,0.007636071622633163
12.0,4600,0.4109443082493798
12.0,4700,0.006739416129150219
12.0,4800,0.011690822167111552
12.0,4900,0.02225157994343407
12.0,5000,0.05263057217622839
12.0,5100,0.14833558938092217
12.0,5200,0.34045213125980506
12.0,5300,0.737936959234184
12.0,5400,1.2538124378597126
12.0,5500,1.826470726325179
12.0,5600,2.664705882352939
12.0,5700,2.6587223854608784
12.0,5800,2.4015105740181277
12.0,5900,6.85214007782101
12.0,6000,7.581140350877193
12.0,6100,24.99043062200957
