Month,Elevation,SCA
1.0,100,0.1264790478506613
1.0,200,1.0468822048026158
1.0,300,0.8642097517388828
1.0,400,0.7110428069353116
1.0,500,1.2573461419752947
1.0,600,1.8411927330400004
1.0,700,2.227963809399448
1.0,800,3.0162018816734784
1.0,900,3.3931331172145596
1.0,1000,3.5534255459595374
1.0,1100,4.055499087631582
1.0,1200,5.769752869473461
1.0,1300,9.460939946003226
1.0,1400,15.992064042497205
1.0,1500,26.429783855954817
1.0,1600,36.12966448226946
1.0,1700,40.947591658289504
1.0,1800,45.12832363404034
1.0,1900,48.67739025081882
1.0,2000,51.067201910491235
1.0,2100,59.25704253339514
1.0,2200,71.62544855009196
1.0,2300,85.60792385844302
1.0,2400,88.82612551515453
1.0,2500,87.02466283380788
1.0,2600,80.93348195769384
1.0,2700,71.56918019723078
1.0,2800,65.34264635562536
1.0,2900,64.10082280681422
1.0,3000,70.40949227373069
1.0,3100,85.86125302500682
1.0,3200,80.51297858533427
1.0,3300,70.95865787896943
1.0,3400,81.73118897185525
1.0,3500,99.56204379562045
2.0,100,0.10711131509319126
2.0,200,1.0217923902083135
2.0,300,0.7051503299860817
2.0,400,0.5860333428585021
2.0,500,1.1365779712309318
2.0,600,1.8184748199479235
2.0,700,2.183833689342445
2.0,800,2.941391021308075
2.0,900,3.236286962845596
2.0,1000,3.340357646279538
2.0,1100,3.6516228427234645
2.0,1200,5.189164546016076
2.0,1300,8.215685341470213
2.0,1400,14.080477771930788
2.0,1500,23.635297513804645
2.0,1600,32.409420363899216
2.0,1700,36.49013920408912
2.0,1800,39.5942290616859
2.0,1900,44.95586349341433
2.0,2000,47.421197254169606
2.0,2100,59.039508320124966
2.0,2200,72.64629125117919
2.0,2300,82.08735883974765
2.0,2400,80.56296624758714
2.0,2500,80.45290419644283
2.0,2600,81.55599336374937
2.0,2700,79.31786034465577
2.0,2800,81.00840221326592
2.0,2900,89.33596013443051
2.0,3000,91.02002522863455
2.0,3100,92.12221027157847
2.0,3200,90.70214146658024
2.0,3300,92.93319352905931
2.0,3400,91.93337162550257
2.0,3500,98.7189781021898
3.0,100,0.6562337147026209
3.0,200,1.8097881439668526
3.0,300,1.1362963122691245
3.0,400,1.2724170397345227
3.0,500,2.1001206632193834
3.0,600,2.722449403878075
3.0,700,3.1687026960920903
3.0,800,4.0171811480804465
3.0,900,4.477078675103716
3.0,1000,4.764123110385423
3.0,1100,5.321362541026074
3.0,1200,7.157092358397195
3.0,1300,10.430155641078263
3.0,1400,16.225339694229188
3.0,1500,24.94578416868413
3.0,1600,32.924704460014574
3.0,1700,36.808752980602534
3.0,1800,40.34447140263737
3.0,1900,49.00464967906655
3.0,2000,50.947051829055546
3.0,2100,64.15654178297083
3.0,2200,77.12845945636157
3.0,2300,87.7656078860897
3.0,2400,87.04940268141253
3.0,2500,92.53887485895429
3.0,2600,91.30324554126906
3.0,2700,88.54910847693985
3.0,2800,83.90074458637883
3.0,2900,93.68721752230854
3.0,3000,95.56780195521924
3.0,3100,91.61185802635126
3.0,3200,94.56148604802088
3.0,3300,87.76572798082684
3.0,3400,77.10798391728889
3.0,3500,90.35766423357664
4.0,100,3.9131432521041924
4.0,200,3.751672147594933
4.0,300,2.451380119433824
4.0,400,3.436947877971087
4.0,500,5.073222639475782
4.0,600,5.675989982170177
4.0,700,6.632639803404371
4.0,800,7.973489776737658
4.0,900,9.41594003937415
4.0,1000,10.495581135425292
4.0,1100,12.236997364851792
4.0,1200,15.438425211985328
4.0,1300,19.950177335552052
4.0,1400,26.11222501282288
4.0,1500,34.69983100590961
4.0,1600,42.61145745233115
4.0,1700,45.40435866543851
4.0,1800,49.30341992003156
4.0,1900,56.418550060578575
4.0,2000,58.13674696989439
4.0,2100,69.57279583315812
4.0,2200,81.17852073249212
4.0,2300,90.58902065944015
4.0,2400,91.48708852835293
4.0,2500,97.75347912524853
4.0,2600,97.2867586063873
4.0,2700,97.00602649666295
4.0,2800,96.59853815151313
4.0,2900,97.78433190404459
4.0,3000,95.99448123620314
4.0,3100,97.41919870933059
4.0,3200,96.18997404282939
4.0,3300,97.20551228280405
4.0,3400,95.44744399770245
4.0,3500,99.18248175182484
5.0,100,15.114856945376582
5.0,200,10.397364340692558
5.0,300,7.168863990749441
5.0,400,11.373951929817702
5.0,500,14.442743967306168
5.0,600,15.796997491000054
5.0,700,18.358186829285735
5.0,800,21.30969936753079
5.0,900,24.82552676231544
5.0,1000,27.509261042501876
5.0,1100,30.770214046347157
5.0,1200,35.717833159874864
5.0,1300,41.22158643263361
5.0,1400,47.197372834245954
5.0,1500,54.61000974272579
5.0,1600,61.443030147621165
5.0,1700,63.45228324357691
5.0,1800,68.29708116301121
5.0,1900,73.3097917150009
5.0,2000,75.56765904935136
5.0,2100,82.36572548029491
5.0,2200,89.18924185115638
5.0,2300,94.25176568342324
5.0,2400,94.74857843392965
5.0,2500,96.83907366611135
5.0,2600,97.60991289921186
5.0,2700,97.3147225819304
