Month,Elevation,SCA
1.0,100,0.0
1.0,200,0.02071953136454389
1.0,300,0.031829903063809104
1.0,400,0.35853615200102024
1.0,500,0.5815550310927535
1.0,600,1.137482115466415
1.0,700,2.4387970163660038
1.0,800,31.83718564764479
1.0,900,44.970035436827104
1.0,1000,57.79511735493781
1.0,1100,70.37530909560361
1.0,1200,79.07952430455104
1.0,1300,86.70431361378644
1.0,1400,88.28283951953277
1.0,1500,89.85128914106885
1.0,1600,89.40643902888333
1.0,1700,86.92630983125231
1.0,1800,84.94024444783003
1.0,1900,87.57171148133558
1.0,2000,91.02406049495872
1.0,2100,93.09426786199403
1.0,2200,86.9606813570181
1.0,2300,84.30670483005343
1.0,2400,89.21573156076276
1.0,2500,95.12644115727666
1.0,2600,84.57785432073744
1.0,2700,97.3329821974086
1.0,2800,95.23283045977011
1.0,2900,99.99422784810129
1.0,3000,99.99740746075184
1.0,3100,99.97741707833454
1.0,3200,99.99398395721926
1.0,3300,100.0
1.0,3400,100.0
1.0,3500,100.0
2.0,100,0.0
2.0,200,0.02531350808673414
2.0,300,0.035502865127569595
2.0,400,0.34329626525244067
2.0,500,0.5976144902413276
2.0,600,1.2113043142006403
2.0,700,2.52807083992596
2.0,800,31.739272561467526
2.0,900,44.508750170369346
2.0,1000,57.24407819028565
2.0,1100,69.74964000913627
2.0,1200,78.42026314003299
2.0,1300,86.14930429275898
2.0,1400,88.13081051834236
2.0,1500,90.80895222185445
2.0,1600,89.98115261774711
2.0,1700,90.21522825707918
2.0,1800,92.46836774310852
2.0,1900,93.56489074321506
2.0,2000,96.30118933178319
2.0,2100,96.90970307559803
2.0,2200,97.80260581680946
2.0,2300,97.03517710196758
2.0,2400,95.10678608983001
2.0,2500,96.64512181857751
2.0,2600,98.43648059973651
2.0,2700,97.09933635310232
2.0,2800,95.37047413793104
2.0,2900,99.8113417721519
2.0,3000,99.97479475730954
2.0,3100,99.99035521053875
2.0,3200,100.0
2.0,3300,100.0
2.0,3400,100.0
2.0,3500,100.0
3.0,100,0.0
3.0,200,0.04813422001577305
3.0,300,0.06702894187500529
3.0,400,0.714684251795144
3.0,500,1.0361206659085647
3.0,600,1.8279784998904334
3.0,700,3.6146964134080295
3.0,800,34.523208586159775
3.0,900,48.83352187542593
3.0,1000,61.28213841626821
3.0,1100,74.49029762554983
3.0,1200,82.3196118988166
3.0,1300,88.28746404474099
3.0,1400,89.68054972405596
3.0,1500,90.5144971365756
3.0,1600,90.54884695465168
3.0,1700,90.59952797052587
3.0,1800,87.9897090117407
3.0,1900,89.9355322482959
3.0,2000,94.63804743913596
3.0,2100,95.95817510274142
3.0,2200,96.81637357160626
3.0,2300,96.55799642218224
3.0,2400,95.92924740874241
3.0,2500,95.75940830976737
3.0,2600,97.21603687569642
3.0,2700,96.03114575652235
3.0,2800,95.86084770114942
3.0,2900,99.58794936708863
3.0,3000,99.59167506841425
3.0,3100,99.54199011997183
3.0,3200,99.83489304812834
3.0,3300,99.97465080186244
3.0,3400,99.99005453962145
3.0,3500,100.0
4.0,100,0.009138077905986213
4.0,200,0.15460894180419732
4.0,300,0.25958987593067817
4.0,400,1.9150479155481226
4.0,500,2.931796740280939
4.0,600,4.4507070030032985
4.0,700,6.97358469818502
4.0,800,41.89658728210161
4.0,900,57.62321112171175
4.0,1000,68.90645587315323
4.0,1100,80.85146528694973
4.0,1200,87.29007205450002
4.0,1300,91.93225278931439
4.0,1400,92.73009847419155
4.0,1500,94.14885727041025
4.0,1600,93.45308383302496
4.0,1700,93.95953383299073
4.0,1800,94.67698878016897
4.0,1900,96.131449418867
4.0,2000,97.47409514654244
4.0,2100,97.96109405977798
4.0,2200,97.59833220604429
4.0,2300,96.47723792486576
4.0,2400,96.32037704671765
4.0,2500,96.95502501631523
4.0,2600,97.86207071218718
4.0,2700,96.8644966466518
4.0,2800,97.58742816091947
4.0,2900,98.77984810126583
4.0,3000,98.60046089586635
4.0,3100,98.94895318748537
4.0,3200,99.42279411764707
4.0,3300,99.58510087946202
4.0,3400,99.49534809111329
4.0,3500,99.40973111395648
5.0,100,0.9505924262371249
5.0,200,1.7794948669928399
5.0,300,2.3785746972496176
5.0,400,7.490290390238437
5.0,500,11.513394149941444
5.0,600,16.041551410783573
5.0,700,20.5721655782471
5.0,800,55.81294237311909
5.0,900,70.68686111489703
5.0,1000,80.36933402327776
5.0,1100,88.1733269114273
5.0,1200,92.57661104502267
5.0,1300,95.32832396991853
5.0,1400,95.9083519099667
5.0,1500,96.59424578887004
5.0,1600,96.07196213419472
5.0,1700,96.1663171087944
5.0,1800,96.74928125261076
5.0,1900,97.1170196402647
5.0,2000,97.8618631374211
5.0,2100,98.10175310825576
5.0,2200,98.04346587875132
5.0,2300,97.60277638640416
5.0,2400,97.59429923388892
5.0,2500,97.71679899934757
5.0,2600,97.65320129672766
5.0,2700,97.69844446785346
5.0,2800,97.59238505747115
5.0,2900,98.13346835443038
5.0,3000,97.72115800086422
5.0,3100,98.03693248647386
5.0,3200,97.96858288770056
5.0,3300,98.58303155716507
5.0,3400,98.88739172281042
5.0,3500,98.88092189500642
6.0,100,4.086424533415936
6.0,200,12.260835150597893
6.0,300,20.43797777625988
6.0,400,34.27456420219942
6.0,500,40.840211610315
6.0,600,46.57489462626147
6.0,700,52.45194357730635
6.0,800,80.57523061274595
6.0,900,88.74046613057111
6.0,1000,93.03399779114761
6.0,1100,95.78344935797487
6.0,1200,97.43768553944425
6.0,1300,98.29343051956157
6.0,1400,98.40785629260907
6.0,1500,98.11943336357619
6.0,1600,97.86202597846885
6.0,1700,97.84704526732355
6.0,1800,97.98213574865227
6.0,1900,98.15361321271654
6.0,2000,98.3432965952023
6.0,2100,98.2273376221772
6.0,2200,97.8281745042896
6.0,2300,97.75317352415013
6.0,2400,97.66801862700889
6.0,2500,97.98795410050049
6.0,2600,98.05052679566404
6.0,2700,98.01351873310158
6.0,2800,97.47794540229879
6.0,2900,97.67706329113925
6.0,3000,97.67823707331127
6.0,3100,96.9350741002118
6.0,3200,97.77640374331553
6.0,3300,97.9560269011899
6.0,3400,97.71254411292914
6.0,3500,98.3393085787452
7.0,100,2.6028808177805307
7.0,200,20.113492818197987
7.0,300,29.625780541454432
7.0,400,46.555882159811134
7.0,500,52.65083188119479
7.0,600,62.02854564906363
7.0,700,68.08116413041483
7.0,800,90.17995159762894
7.0,900,93.51056290036777
7.0,1000,94.73131550289989
7.0,1100,96.90901417122666
7.0,1200,98.35621429872805
7.0,1300,98.8706806003099
7.0,1400,98.9263607834651
7.0,1500,98.84445820552352
7.0,1600,98.54879103746136
7.0,1700,98.33688450439453
7.0,1800,98.29816836135439
7.0,1900,98.27390142375074
7.0,2000,98.64063512999914
7.0,2100,98.51836630887775
7.0,2200,97.94287316222268
7.0,2300,97.80769946332721
7.0,2400,97.84687171398497
7.0,2500,97.96919186425946
7.0,2600,98.04219430655448
7.0,2700,97.94683802099784
7.0,2800,97.32011494252865
7.0,2900,98.05417721518991
