Month,Elevation,SCA
1.0,100,0.010452183124234514
1.0,200,0.005904776626990217
1.0,300,0.0010577418126598262
1.0,400,3.9670722018130157E-4
1.0,500,8.995771987166087E-4
1.0,600,0.005847471852081435
1.0,700,0.004839702964723252
1.0,800,0.0033182394607743043
1.0,900,0.0025860187066548096
1.0,1000,0.005411085307596562
1.0,1100,0.013835397393184536
1.0,1200,0.04208531924011877
1.0,1300,0.13613664679591847
1.0,1400,0.7264364445991894
1.0,1500,2.3363227849900046
1.0,1600,8.093686792615218
1.0,1700,15.429231160597176
1.0,1800,25.973581112428445
1.0,1900,41.82659335461748
1.0,2000,66.46736384053902
1.0,2100,68.10154125113327
1.0,2200,81.68138424821002
2.0,100,0.016108491792890506
2.0,200,0.007707837378265518
2.0,300,5.372011818426008E-4
2.0,400,1.3186943607134678E-5
2.0,500,0.0
2.0,600,0.0032328142753847958
2.0,700,6.141322056046426E-5
2.0,800,4.6571781905604276E-4
2.0,900,5.694126195881017E-4
2.0,1000,0.0018843433496101604
2.0,1100,0.005228430243680619
2.0,1200,0.009735353160302865
2.0,1300,0.0327511671439577
2.0,1400,0.3037630221456651
2.0,1500,0.45201456410321134
2.0,1600,1.368498515298876
2.0,1700,3.7554742383030275
2.0,1800,11.985025001288717
2.0,1900,26.113929289346107
2.0,2000,50.44890510948906
2.0,2100,50.32989573889392
2.0,2200,64.5972553699284
3.0,100,0.04466644282924204
3.0,200,0.027875714948214347
3.0,300,0.004263475642883943
3.0,400,0.004260481697071761
3.0,500,0.014106703182837488
3.0,600,0.01803306734841454
3.0,700,0.019166042583244895
3.0,800,0.021454487096784457
3.0,900,0.0202820806001274
3.0,1000,0.013238085987514305
3.0,1100,0.017809509715098492
3.0,1200,0.02419524145792613
3.0,1300,0.06799007343301924
3.0,1400,0.3722821854298573
3.0,1500,0.4604934489956386
3.0,1600,0.9624090889529625
3.0,1700,2.3916599808230403
3.0,1800,8.384401257796783
3.0,1900,22.003429111978242
3.0,2000,42.80776249298148
3.0,2100,42.58601541251132
3.0,2200,54.54116945107399
4.0,100,0.11008781678118647
4.0,200,0.10398315040964481
4.0,300,0.13397480518330088
4.0,400,0.3000634072205132
4.0,500,0.5490536114692794
4.0,600,0.6406217720276857
4.0,700,0.6555093629572554
4.0,800,0.5998996189295436
4.0,900,0.5392612291069102
4.0,1000,0.5632155692324023
4.0,1100,0.7186646116306883
4.0,1200,0.8559181612657548
4.0,1300,1.2355689788684454
4.0,1400,2.1728154405768634
4.0,1500,3.170787162620897
4.0,1600,4.611916340319307
4.0,1700,7.406796078508097
4.0,1800,14.885122944481667
4.0,1900,27.4039848646092
4.0,2000,45.624649073554195
4.0,2100,46.29510426110607
4.0,2200,59.66467780429595
5.0,100,0.7867910698325487
5.0,200,0.821477353532225
5.0,300,1.2660438058712629
5.0,400,2.475979432763633
5.0,500,3.705729973579096
5.0,600,4.038480657989892
5.0,700,4.157782505079396
5.0,800,3.8660070046477495
5.0,900,3.628510932569647
5.0,1000,4.143794647193363
5.0,1100,4.53927910107819
5.0,1200,4.77879181682061
5.0,1300,5.750827722031744
5.0,1400,7.500703218772059
5.0,1500,10.469493382680316
5.0,1600,13.97597796617461
5.0,1700,20.51474473122903
5.0,1800,32.509562348574626
5.0,1900,48.51424855149579
5.0,2000,64.42434025828187
5.0,2100,67.24365367180417
5.0,2200,84.77147971360384
6.0,100,2.6254864917266874
6.0,200,2.6311281496367163
6.0,300,3.6322244314384036
6.0,400,6.681751797545298
6.0,500,10.222030645596663
6.0,600,12.328948132940917
6.0,700,12.721968703140547
6.0,800,13.073962597824403
6.0,900,13.680547307808025
6.0,1000,16.158353716147683
6.0,1100,18.617739845439292
6.0,1200,20.962208924044916
