Question,1,2,3,4,5
1,0,0,0,0,0
2,0,0,0,0,0
3,1500,300,0,0,0
4,300,20,0,0,0
5,75,100,0,0,0
6,20,20,0,0,0
7,10,21,0,0,0
8,0,25,20,50,0
9,0,10,10,35,0
10,0,0,0,0,0
11,0,0,0,0,0
12,0,0,0,0,0
