Month,Elevation,SCA
1.0,100,0.25872567605949254
1.0,200,0.332811116560115
1.0,300,0.3555547481364924
1.0,400,0.33830991438468117
1.0,500,0.354462047260896
1.0,600,0.370351170072098
1.0,700,0.45339010520856604
1.0,800,0.55247216985642
1.0,900,0.785895612647697
1.0,1000,1.2392330630953567
1.0,1100,2.546689334234477
1.0,1200,5.710342284018034
1.0,1300,10.377600100730287
1.0,1400,21.34570193559171
1.0,1500,34.99499441000098
1.0,1600,52.485254691689
1.0,1700,61.098147891552316
1.0,1800,70.49243875596136
1.0,1900,76.02546197734819
1.0,2000,66.05866666666665
1.0,2100,47.03771929824563
1.0,2200,8.282589676290463
2.0,100,0.3067851036227863
2.0,200,0.35733515472193494
2.0,300,0.327795680742776
2.0,400,0.3056872099862758
2.0,500,0.3067077399050521
2.0,600,0.26526049433747695
2.0,700,0.36959370600874386
2.0,800,0.4618712937063812
2.0,900,0.5539680219035354
2.0,1000,1.000203377593382
2.0,1100,1.9462230810226622
2.0,1200,4.92678437789815
2.0,1300,9.678897003273745
2.0,1400,19.986644297706157
2.0,1500,34.69509943422432
2.0,1600,51.14845160584336
2.0,1700,62.897764537434696
2.0,1800,72.84033750458569
2.0,1900,78.85812824661501
2.0,2000,69.74466666666666
2.0,2100,64.6798245614035
2.0,2200,39.02012248468942
3.0,100,0.8391769101266106
3.0,200,1.0865989034518406
3.0,300,1.1234652438700592
3.0,400,1.174799032742958
3.0,500,1.2695311249799983
3.0,600,1.218804738295282
3.0,700,1.5732547047492058
3.0,800,1.6883514209859314
3.0,900,2.1833783011470023
3.0,1000,3.126022925739205
3.0,1100,5.068654743367191
3.0,1200,9.80157266597677
3.0,1300,16.133899941240657
3.0,1400,25.075716145055935
3.0,1500,34.82687942541585
3.0,1600,49.04211577392343
3.0,1700,61.28818530321923
3.0,1800,70.9764806587046
3.0,1900,81.09690879672993
3.0,2000,77.78466666666667
3.0,2100,91.17105263157896
3.0,2200,64.3044619422572
4.0,100,2.508106595805426
4.0,200,3.6986947521626417
4.0,300,4.051683515328692
4.0,400,4.2464021959349
4.0,500,4.540099749293211
4.0,600,4.4725689060219604
4.0,700,5.279145365636812
4.0,800,5.986661633012284
4.0,900,7.767769374925236
4.0,1000,10.061852210587299
4.0,1100,14.879851966093947
4.0,1200,23.64910785581032
4.0,1300,32.21811046755648
4.0,1400,40.48950410163941
4.0,1500,49.37782464342583
4.0,1600,63.12511626634568
4.0,1700,73.14789155235319
4.0,1800,77.91880324460926
4.0,1900,85.42374180362764
4.0,2000,94.72533333333334
4.0,2100,100.0
4.0,2200,100.0
5.0,100,7.002720593331921
5.0,200,11.591441009665314
5.0,300,13.73925426154227
5.0,400,15.792978236716523
5.0,500,17.667485464341006
5.0,600,18.68514818020501
5.0,700,21.121596465881378
5.0,800,22.71712660049376
5.0,900,26.280046252608372
5.0,1000,28.759307702672164
5.0,1100,34.073820447853166
5.0,1200,43.54016707785631
5.0,1300,52.57555611516838
5.0,1400,62.7283126559758
5.0,1500,69.0676559270928
5.0,1600,78.70774744214026
5.0,1700,84.32051637337757
5.0,1800,86.53784698161661
5.0,1900,91.1990121774674
5.0,2000,92.23199999999999
5.0,2100,98.65087719298246
5.0,2200,99.82939632545931
6.0,100,13.677201642118716
6.0,200,26.06208347014298
6.0,300,32.56342354378085
6.0,400,41.748175936213286
6.0,500,49.27236091107914
6.0,600,56.418656752207646
6.0,700,65.68392281618173
6.0,800,73.16324729543244
6.0,900,80.43140392615548
6.0,1000,85.89304118142053
6.0,1100,89.70255665155197
6.0,1200,92.51571770788962
6.0,1300,94.1457777218167
6.0,1400,95.48602935030503
6.0,1500,95.94410847985915
6.0,1600,96.59436723751146
6.0,1700,97.19733499607395
6.0,1800,97.08983817714915
6.0,1900,97.77084220386611
6.0,2000,98.32799999999997
6.0,2100,98.87807017543858
6.0,2200,99.4461942257218
7.0,100,13.541938812765382
7.0,200,26.33599936104078
7.0,300,35.39248951209219
7.0,400,47.45823933076271
7.0,500,58.04447911665861
7.0,600,67.28790373596388
7.0,700,77.24632325702018
7.0,800,84.37827912757666
7.0,900,90.44554287005452
7.0,1000,94.58480210089066
7.0,1100,97.0374193509973
7.0,1200,98.35754159937875
7.0,1300,98.77421724166923
7.0,1400,98.94605776923348
7.0,1500,98.80707727750101
7.0,1600,98.8124555452207
7.0,1700,98.77238926608453
7.0,1800,98.60453267028086
7.0,1900,98.6715490079196
7.0,2000,99.18100000000001
7.0,2100,99.56403508771932
7.0,2200,99.08573928258966
8.0,100,7.353820850377148
8.0,200,13.875977918890962
8.0,300,19.757451934498423
8.0,400,28.672512907653093
8.0,500,40.94920520616634
8.0,600,53.67872403106774
8.0,700,68.07236098762718
8.0,800,79.57229463548116
8.0,900,88.38320817661065
8.0,1000,94.33998123841702
8.0,1100,97.46257916032776
8.0,1200,98.83020793422901
8.0,1300,99.34344833375353
8.0,1400,99.5205679009398
8.0,1500,99.48956533523044
8.0,1600,99.46097554303216
8.0,1700,99.43596138746466
8.0,1800,99.49146048180005
8.0,1900,99.43106531550706
8.0,2000,99.37699999999998
8.0,2100,99.6543859649123
8.0,2200,99.84601924759407
9.0,100,2.8966180538528135
9.0,200,4.9442764367981535
9.0,300,7.106614718566298
9.0,400,11.449254297104737
9.0,500,19.821539446311416
9.0,600,30.97997391973589
9.0,700,45.562289305030724
9.0,800,61.44483613248695
9.0,900,74.90547987081165
9.0,1000,86.84612197062731
9.0,1100,93.7077342654432
9.0,1200,96.86548907691825
9.0,1300,98.55219927809989
9.0,1400,99.18050795849406
9.0,1500,99.36115628281998
9.0,1600,99.48075450019145
9.0,1700,99.59325204378537
9.0,1800,99.62968246851182
9.0,1900,99.80132845099202
9.0,2000,99.90533333333333
9.0,2100,99.77105263157894
9.0,2200,99.98337707786527
10.0,100,0.8619038996639873
10.0,200,1.3460342663514704
10.0,300,1.757577705544827
10.0,400,2.625556499575186
10.0,500,4.745858003947279
10.0,600,8.856193149248975
10.0,700,17.750664499518464
10.0,800,30.35377193132995
10.0,900,45.23484363162733
10.0,1000,62.87320932384587
10.0,1100,77.38688595851384
10.0,1200,86.19346799345458
10.0,1300,92.22171577268541
10.0,1400,94.9271496292404
10.0,1500,96.3207812447064
10.0,1600,97.18940471631001
10.0,1700,98.30271119116883
10.0,1800,98.2983328577834
10.0,1900,99.85327429106695
10.0,2000,99.91166666666666
10.0,2100,99.91491228070176
10.0,2200,99.97287839020123
11.0,100,0.43212719197206045
11.0,200,0.6456637521636848
11.0,300,0.7542685295687735
11.0,400,0.9852846219201375
11.0,500,1.3611911239131607
11.0,600,2.4595379088743616
11.0,700,4.562474531377337
11.0,800,8.999115024722975
11.0,900,16.506272013184663
11.0,1000,28.2200215071805
11.0,1100,42.536378766721654
11.0,1200,56.80745584038457
11.0,1300,70.23631746831188
11.0,1400,78.57732814309772
11.0,1500,82.47383711081737
11.0,1600,89.67646495595537
11.0,1700,93.09121980508976
11.0,1800,95.36281742958465
11.0,1900,99.52184279996592
11.0,2000,99.75466666666665
11.0,2100,100.0
11.0,2200,100.0
12.0,100,0.2325725313664637
12.0,200,0.3554635005255709
12.0,300,0.4331191498995232
12.0,400,0.4136540095418603
12.0,500,0.4727716434629553
12.0,600,0.514473176379776
12.0,700,0.6860783877898803
12.0,800,0.9306826566908827
12.0,900,1.365842182910462
12.0,1000,1.897746830487317
12.0,1100,3.1652757473896087
12.0,1200,6.297807505970895
12.0,1300,10.702984134978594
12.0,1400,21.99421471813913
12.0,1500,32.26621946674795
12.0,1600,49.66280024073972
12.0,1700,60.22271488614844
12.0,1800,73.62556556474955
12.0,1900,75.50958017542364
12.0,2000,63.820666666666654
12.0,2100,7.017543859649123
12.0,2200,0.0
