Month,Mean,P25,P75
1.0,1.46,0.40,2.02
2.0,2.28,0.91,2.89
3.0,2.47,0.88,3.47
4.0,4.09,1.43,5.74
5.0,9.51,4.57,12.97
6.0,17.01,10.21,22.95
7.0,18.80,11.14,25.12
8.0,11.81,6.45,15.95
9.0,6.86,2.66,9.89
10.0,3.56,1.47,4.94
11.0,1.96,0.85,2.49
12.0,1.35,0.26,1.81
