Elevation,Tendencia
100,0.03833962038588722
200,0.053232979333330155
300,0.20306855207204683
400,0.3106085053087666
500,0.3204531077793945
600,0.317399748553269
700,0.27394973556080987
800,0.22327936276551485
900,0.22474243165676983
1000,0.2335543892307428
1100,0.17512680983832063
1200,0.061670974489396325
1300,-0.1324177080537247
1400,-0.6228572480712935
1500,-1.1189487658653319
1600,-1.7591436943781198
1700,-2.9578005306789374
1800,-4.60383704568075
1900,-4.326271542664984
2000,-3.3145255474452564
2100,-1.5892797319933
2200,-1.3805744520030232
2300,-1.508165721162111
2400,-0.15298111606195627
2500,-0.97025
2600,-0.6624825662482565
2700,0.0
2800,-0.1501766784452297
2900,-0.26065573770491807
3000,-0.40839041095890416
3100,0.0
3200,-0.17684887459807075
