Sen_slope,Area
-10,147.45917178958314
-9,324.4665739665428
-8,603.2299385965052
-7,637.6565616096318
-6,367.0975632021423
-5,208.58055233051417
-4,190.92576856084574
-3,176.15755648566204
-2,216.59702662499956
-1,349.26704534374824
0,44.93372696874997
1,3.6474764531250004
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
