Sen_slope,Area
-10,41.35190610937492
-9,12.479858312500006
-8,22.777485875
-7,24.640445906249983
-6,32.18029703124998
-5,46.74508353125003
-4,59.865953890625065
-3,72.52563064062493
-2,73.64738556250005
-1,89.75407671874993
0,652.3134818814997
1,1282.2440564754195
2,589.1011618038006
3,322.6076698884809
4,123.86836184375012
5,90.27980529981633
6,78.10884684375011
7,67.72016010937507
8,66.41361314062516
9,55.186862078125145
10,142.37871703124992
