Year,SCA,CCA
2000,7.81,45.50
2001,5.15,34.91
2002,9.66,37.77
2003,4.76,22.50
2004,4.99,30.18
2005,9.38,24.20
2006,7.42,28.30
2007,10.42,21.86
2008,6.90,20.86
2009,6.00,23.72
2010,9.34,20.94
2011,10.00,20.74
2012,4.94,24.39
2013,7.32,18.37
2014,8.54,22.60
2015,6.78,24.85
2016,3.54,16.98
2017,9.35,22.76
2018,6.83,24.03
2019,7.55,22.79
2020,7.14,19.20
2021,5.35,18.60
2022,8.82,24.49
2023,6.00,24.23
