Year,Snowline_elev
2000.0,948.5553882443047
2001.0,929.9852544227933
2002.0,958.2639049126662
2003.0,963.0086443566438
2004.0,1001.3377690927853
2005.0,996.1082752114281
2006.0,943.3120669600927
2007.0,929.2075650271057
2008.0,933.2903400720447
2009.0,972.1902552980177
2010.0,941.7160126282035
2011.0,930.4376236314719
2012.0,921.5971619572582
2013.0,897.0301276216793
2014.0,909.6803691363338
2015.0,981.4586481081627
2016.0,927.2779262834299
2017.0,897.7742945686921
2018.0,966.7700451163112
2019.0,966.8399299395253
2020.0,994.2811612816729
2021.0,972.859153338952
2022.0,935.7184128736083
2023.0,982.6447583877538
