Year,SCA,CCA
2000,9.17,69.81
2001,6.41,64.23
2002,9.18,60.48
2003,7.70,45.69
2004,7.04,46.62
2005,8.16,47.95
2006,10.82,46.49
2007,14.89,48.66
2008,17.45,45.18
2009,11.66,47.89
2010,13.79,47.46
2011,17.17,45.99
2012,11.62,48.33
2013,9.22,44.10
2014,14.37,48.59
2015,11.49,48.14
2016,6.72,39.61
2017,7.81,44.65
2018,13.88,45.58
2019,9.01,45.68
2020,19.34,44.88
2021,7.96,43.57
2022,10.06,43.77
2023,15.92,42.32
