Year,SCA,CCA
2000,11.73,73.12
2001,9.64,65.36
2002,11.92,65.25
2003,8.28,57.86
2004,9.29,55.06
2005,18.69,54.83
2006,13.99,57.73
2007,16.90,53.01
2008,12.00,45.67
2009,12.51,56.53
2010,19.04,54.89
2011,10.62,52.49
2012,12.18,54.68
2013,11.10,49.07
2014,8.04,53.38
2015,8.02,52.83
2016,5.70,44.28
2017,11.34,55.52
2018,13.94,54.86
2019,10.90,49.37
2020,12.30,51.59
2021,5.74,44.83
2022,13.43,53.04
2023,11.97,52.64
