Sen_slope,Area
-10,0.0
-9,3.3769583281250015
-8,20.60454035606616
-7,56.48322984485289
-6,48.4861996612745
-5,32.538361768137236
-4,32.607576613174004
-3,32.64960136127449
-2,42.19873638033084
-1,75.59648379344362
0,12.453816203125003
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
