Year,SCA,CCA
2000,3.93,23.55
2001,2.29,22.36
2002,4.45,15.14
2003,2.38,9.93
2004,2.29,8.82
2005,3.24,13.68
2006,2.50,13.13
2007,3.25,7.54
2008,3.31,10.30
2009,2.84,11.80
2010,2.36,4.68
2011,2.92,6.72
2012,1.49,11.59
2013,1.85,8.41
2014,1.86,7.96
2015,2.17,12.48
2016,2.97,15.67
2017,2.54,10.36
2018,1.87,9.11
2019,0.44,7.09
2020,1.79,7.58
2021,0.91,2.79
2022,3.05,6.69
2023,0.88,12.11
