Sen_slope,Area
-10,0.597340953125
-9,0.299014
-8,0.5956213906250001
-7,2.9966424531249993
-6,3.6028287656249995
-5,3.6061418281249997
-4,3.907059578125
-3,2.10417034375
-2,0.7555047968750002
-1,3.318572999816176
0,146.21141424013445
1,933.0066964138023
2,465.7611334012857
3,250.58508473069864
4,164.81899048437504
5,80.86793289062496
6,66.83563992187479
7,43.43423401562501
8,40.62295571874994
9,32.58645712500003
10,44.150817046874835
