Year,SCA,CCA
2000,14.77,80.19
2001,13.02,73.23
2002,15.08,76.89
2003,13.22,66.26
2004,12.13,64.48
2005,22.29,64.57
2006,18.67,66.06
2007,23.75,62.78
2008,14.54,55.11
2009,18.61,64.85
2010,18.92,66.63
2011,16.80,62.91
2012,16.30,65.32
2013,15.23,56.95
2014,12.48,65.29
2015,14.28,61.01
2016,9.63,52.99
2017,13.37,68.29
2018,17.02,63.75
2019,13.02,60.33
2020,16.98,61.14
2021,10.01,52.41
2022,18.72,64.53
2023,16.13,63.87
