Year,SCA,CCA
2000,20.36,30.75
2001,17.47,26.80
2002,20.64,22.34
2003,16.01,14.93
2004,15.67,18.88
2005,19.98,21.69
2006,16.97,20.06
2007,17.06,13.18
2008,18.28,12.96
2009,16.44,17.92
2010,14.93,9.60
2011,13.75,11.72
2012,15.50,17.88
2013,15.16,12.94
2014,14.84,14.56
2015,12.67,19.19
2016,17.47,19.78
2017,15.32,16.30
2018,13.58,14.26
2019,8.91,15.36
2020,12.10,11.93
2021,11.12,9.75
2022,13.33,12.29
2023,13.21,20.98
