Year,SCA,CCA
2000,12.64,36.53
2001,10.53,29.54
2002,13.74,30.45
2003,8.59,17.99
2004,9.29,22.41
2005,12.31,20.51
2006,11.36,23.16
2007,11.50,17.33
2008,11.01,17.20
2009,9.69,21.75
2010,10.34,14.61
2011,11.79,18.13
2012,8.51,21.27
2013,10.34,15.24
2014,11.74,17.79
2015,8.98,21.47
2016,7.04,19.99
2017,10.87,17.41
2018,9.92,19.27
2019,8.31,18.00
2020,9.77,13.36
2021,7.07,16.65
2022,10.28,17.31
2023,9.47,21.00
