Year,SCA,CCA
2000,12.19,20.37
2001,8.54,18.05
2002,13.92,11.95
2003,8.95,6.80
2004,7.44,6.27
2005,12.13,10.99
2006,8.40,10.56
2007,9.28,6.94
2008,10.85,9.20
2009,8.66,9.68
2010,8.01,4.71
2011,9.22,6.86
2012,7.17,9.23
2013,8.22,7.48
2014,5.94,6.26
2015,8.48,9.49
2016,11.13,14.06
2017,9.13,9.19
2018,7.14,6.48
2019,2.49,6.03
2020,5.61,5.57
2021,3.42,2.82
2022,9.84,6.33
2023,3.74,10.22
