Elevation,Tendencia
100,0.0
200,9.26667402852437E-6
300,0.009279497157441129
400,0.005481550849112592
500,0.03637599140726651
600,0.07770478966372305
700,0.07366140762400528
800,0.05921201821281063
900,0.03768766177739438
1000,0.036393241058819595
1100,0.02843734784313797
1200,0.018571091894635752
1300,-0.03798217942332178
1400,-0.06560263578200518
1500,-0.16245629837357978
1600,-0.45434160120151346
1700,-1.113844839968169
1800,-1.9579488703923893
1900,-4.380931922040383
2000,-6.449695812954787
2100,-6.624358109860465
2200,-5.754172596713673
2300,-6.247038233710286
2400,-6.949307616221561
2500,-6.847151968330769
2600,-7.843238930993217
2700,-8.885106382978725
2800,-7.60213556174559
2900,-8.74617903930131
3000,-12.394856278366111
3100,-10.765793528505393
3200,-12.272314674735254
3300,
3400,-10.203030303030301
3500,-11.670694864048338
