Year,SCA,CCA
2000,14.06,66.93
2001,12.25,60.96
2002,14.18,59.00
2003,15.33,50.17
2004,15.15,47.96
2005,14.05,48.47
2006,15.36,47.84
2007,19.21,54.45
2008,19.01,48.85
2009,17.92,53.87
2010,17.68,50.58
2011,15.93,49.70
2012,18.44,54.78
2013,15.81,51.52
2014,22.59,51.50
2015,17.90,53.71
2016,16.20,47.69
2017,14.00,48.22
2018,18.46,48.94
2019,18.57,52.24
2020,15.47,49.83
2021,10.97,48.84
2022,14.35,49.31
2023,20.70,50.08
