Year,SCA
2000.0,11.245142378040658
2001.0,5.217039040656834
2002.0,14.08332478275879
2003.0,5.085092384363041
2004.0,3.271436278802526
2005.0,10.933391151792833
2006.0,3.49456170393873
2007.0,9.772095944687239
2008.0,7.2500340871255196
2009.0,3.5171488299977574
2010.0,6.599248950025935
2011.0,4.256562421374597
2012.0,5.695463118835898
2013.0,5.911900769612679
2014.0,2.852975242842322
2015.0,11.763551892247154
2016.0,14.689958312715007
2017.0,10.698511662759003
2018.0,3.1315506891423177
2019.0,4.018363906714281
2020.0,2.2369380105159786
2021.0,3.7496877962800097
2022.0,7.775650986336491
