group,variable,value
trend,500,0.2478193945613135
trend,600,0.1764760720944685
trend,700,0.1976186296881398
trend,800,0.11082320111620475
trend,900,0.12025457173030958
trend,1000,0.05680209698558317
trend,1100,-0.009382937397280753
trend,1200,0.015093368278185948
trend,1300,-0.5032737124651928
trend,1400,-0.6733932430895223
trend,1500,-0.7444362855851773
trend,1600,-1.2755177396050716
trend,1700,-0.7281312127236583
trend,1800,-0.564130566678801
trend,1900,-1.048352082099862
trend,2000,-0.45344880915558305
trend,2100,-0.054758800521512385
