Year,SCA,CCA
2000,2.15,5.26
2001,1.15,1.83
2002,4.69,3.23
2003,2.23,1.09
2004,2.37,1.69
2005,4.43,2.06
2006,1.91,0.33
2007,2.14,1.65
2008,1.33,0.64
2009,1.45,0.90
2010,1.20,0.99
2011,6.94,2.44
2012,2.59,1.02
2013,6.94,3.60
2014,1.77,0.76
2015,3.74,1.18
2016,1.35,1.73
2017,9.02,3.48
2018,4.46,1.58
2019,2.27,2.18
2020,3.04,0.98
2021,4.07,2.47
2022,1.88,0.56
2023,0.91,0.52
