Sen_slope,Area
-10,110.65780709926486
-9,209.52655044050243
-8,349.1960308268385
-7,481.76983298847955
-6,381.79927960122524
-5,261.9794329780637
-4,150.58224749999988
-3,106.72915675098068
-2,154.41804562947297
-1,268.50675089123837
0,30.48574598952204
1,1.06296715625
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
