Year,SCA,CCA
2000,19.56,73.42
2001,17.72,72.76
2002,18.84,68.31
2003,17.54,63.94
2004,16.66,59.55
2005,32.27,58.40
2006,31.07,61.24
2007,34.32,62.89
2008,24.29,58.43
2009,39.00,62.84
2010,33.07,63.10
2011,26.90,62.09
2012,30.94,60.62
2013,24.96,53.50
2014,28.47,61.72
2015,26.73,58.88
2016,16.41,50.86
2017,19.61,62.34
2018,31.39,60.68
2019,25.59,58.95
2020,27.03,60.98
2021,16.05,56.75
2022,23.70,60.82
2023,31.86,60.19
