Year,SCA,CCA
2000,15.69,77.92
2001,13.28,69.02
2002,16.23,74.82
2003,14.66,63.82
2004,13.41,61.09
2005,22.70,61.49
2006,19.42,61.27
2007,24.22,59.07
2008,15.24,51.88
2009,17.39,61.00
2010,19.79,63.38
2011,17.85,59.42
2012,16.11,61.77
2013,15.08,54.25
2014,15.07,62.21
2015,14.89,57.62
2016,10.84,51.21
2017,15.65,64.02
2018,17.32,59.58
2019,14.85,57.20
2020,18.10,59.30
2021,11.42,48.00
2022,22.26,61.05
2023,17.25,60.79
