Sen_slope,Area
-10,47.12125246874998
-9,4.19208409375
-8,9.161688163602939
-7,8.542524055514704
-6,20.89303160379904
-5,58.62146982297785
-4,101.96308871072317
-3,73.44129996954653
-2,34.8820094641544
-1,25.715579473039227
0,20.816509406249985
1,13.796918562500005
2,6.199964609375002
3,5.597239312500002
4,16.010885625000007
5,16.618540531249998
6,1.601536921875
7,0.4002150625
8,0.0
9,0.0
10,0.0
