Year,SCA,CCA
2000,19.25,84.82
2001,24.55,81.89
2002,27.09,78.39
2003,28.26,70.50
2004,27.81,63.33
2005,27.61,66.45
2006,30.40,72.17
2007,33.18,70.06
2008,29.06,68.91
2009,29.37,71.29
2010,30.90,71.69
2011,28.89,69.87
2012,29.22,70.35
2013,27.15,61.66
2014,30.64,69.29
2015,28.13,66.08
2016,23.22,52.68
2017,24.88,69.64
2018,33.10,68.84
2019,28.36,62.32
2020,27.18,68.51
2021,21.29,61.46
2022,27.33,65.35
2023,31.87,68.96
