Elevation,Tendencia
100,0.5095238650678872
200,0.34450354872645905
300,0.09842009884678767
400,-0.1403503405912076
500,-0.21359313866875726
600,-0.28695208706738895
700,-0.21855447815573584
800,-0.1931965549604669
900,-0.09813316892301878
1000,-0.38536078375296035
1100,-0.8117860252584259
1200,-1.3105075441500866
1300,-1.7660138200841726
1400,-2.5259669125643276
1500,-3.313582506117762
1600,-3.572966540993002
1700,-3.815230433328743
1800,-2.912494410160093
1900,-1.9452362907366214
2000,-1.7389913277763742
2100,-1.592734225621415
2200,0.0
