Year,Snowline_elev
2000.0,1077.852180266027
2001.0,1106.4673769589979
2002.0,1067.7581447040943
2003.0,1042.0662226603936
2004.0,1094.9484773461925
2005.0,994.37092836006
2006.0,1147.5775303279472
2007.0,951.5217704401073
2008.0,1265.4409323250602
2009.0,1033.45350277891
2010.0,1073.7600835785952
2011.0,1136.712456153877
2012.0,1004.2072815297154
2013.0,1018.8821037628225
2014.0,1007.0529039127131
2015.0,1046.1763783828487
2016.0,1007.4234111035847
2017.0,1061.169375780615
2018.0,1211.6725312492092
2019.0,1011.6244493498609
2020.0,1010.4331852134399
2021.0,984.4061121739919
2022.0,1113.3868827023832
2023.0,1083.3159762734772
