Year,SCA,CCA
2000,7.52,71.79
2001,4.97,66.79
2002,6.71,67.48
2003,7.90,61.45
2004,7.14,57.18
2005,15.68,58.10
2006,13.90,59.45
2007,18.08,56.17
2008,10.75,49.83
2009,13.66,58.70
2010,15.98,58.12
2011,11.52,55.68
2012,12.46,58.14
2013,11.18,50.91
2014,8.64,57.32
2015,9.90,55.99
2016,7.11,46.71
2017,10.52,60.48
2018,14.46,56.91
2019,11.69,52.85
2020,13.08,54.14
2021,6.94,48.99
2022,15.22,56.34
2023,12.85,56.40
