Year,SCA,CCA
2000,8.42,76.91
2001,6.16,70.87
2002,8.05,75.66
2003,9.35,66.18
2004,8.14,63.55
2005,15.52,65.36
2006,13.44,65.10
2007,16.74,62.44
2008,10.41,53.22
2009,11.14,63.17
2010,13.73,65.53
2011,11.54,62.40
2012,10.58,64.10
2013,9.67,57.58
2014,8.78,64.93
2015,10.96,60.07
2016,7.80,50.92
2017,9.70,67.95
2018,12.51,61.63
2019,10.45,59.89
2020,11.21,61.90
2021,8.83,52.92
2022,14.48,63.79
2023,12.16,63.54
