Year,SCA,CCA
2000,14.88,54.43
2001,15.54,52.60
2002,11.74,46.26
2003,10.03,40.01
2004,10.47,39.28
2005,12.60,38.28
2006,12.24,39.23
2007,12.06,40.79
2008,14.57,40.13
2009,14.35,43.02
2010,13.55,41.72
2011,13.44,40.28
2012,11.98,41.39
2013,12.36,40.66
2014,11.20,40.40
2015,10.90,39.27
2016,6.02,34.50
2017,10.57,39.70
2018,13.45,38.74
2019,12.30,40.19
2020,14.94,40.26
2021,8.89,38.63
2022,12.50,39.74
2023,16.25,40.86
