Year,Elevation,SCA,CCA
2000.0,100,8.383190668366408,56.92077074123237
2000.0,200,4.878828793855365,49.73118232847341
2000.0,300,7.476050771094794,62.402466682620506
2000.0,400,9.911248723963794,71.7387809778092
2000.0,500,12.52995121688398,76.99212630052997
2000.0,600,15.010162640416278,81.6274765841451
2000.0,700,19.227795812804207,84.58288490777431
2000.0,800,19.040434595338013,87.53842223169893
2000.0,900,21.521490470613465,89.14179471662412
2000.0,1000,23.533860311994097,90.50354025280872
2000.0,1100,28.573884366739172,91.03345274061114
2000.0,1200,37.65739723546818,92.16412084085344
2000.0,1300,45.269548289274645,93.3404413599788
2000.0,1400,52.28617234262654,93.26710284876359
2000.0,1500,57.69927021264961,92.91655549827307
2000.0,1600,61.61586956778382,94.70046056864673
2000.0,1700,72.87527502179412,94.41917361942726
2000.0,1800,64.3179421632848,95.92634170493338
2000.0,1900,59.12039085545722,96.59891732471348
2000.0,2000,85.96585784840029,97.78412198671825
2000.0,2100,67.97020988490182,97.47203294639586
2000.0,2200,4.712404712404712,99.98556998556998
2001.0,100,7.946000437723925,56.94809488055543
2001.0,200,4.8076468493586635,50.562243692069806
2001.0,300,7.0006705172393335,62.80169151548063
2001.0,400,8.642932956550538,71.62052730838053
2001.0,500,10.465909065398128,75.9615570537267
2001.0,600,11.79353522476138,79.97262111640713
2001.0,700,14.890007444244985,82.6750028777217
2001.0,800,14.796943844023085,85.67234415346965
2001.0,900,16.744417021220332,86.9846758070507
2001.0,1000,19.488127367054677,88.58218638205351
2001.0,1100,25.879726228178185,89.53554566015096
2001.0,1200,37.24415404116622,91.38155515079974
2001.0,1300,44.621137486618586,93.28558151638829
2001.0,1400,55.885346810843,93.63480770747736
2001.0,1500,59.53032580768595,93.26189324123781
2001.0,1600,59.64370801506435,94.32603567666465
2001.0,1700,65.65037984142137,94.14571975885981
2001.0,1800,50.74523086755067,95.43354661537633
2001.0,1900,39.086098820058986,97.16615643192452
2001.0,2000,42.147305132059294,98.85324696426223
2001.0,2100,39.32566012186865,98.88030581531426
2001.0,2200,0.0,100.0
2002.0,100,8.524074999150258,50.683774502593145
2002.0,200,5.572178070049164,43.23263891879269
2002.0,300,7.4551118116905055,55.630158235245254
2002.0,400,9.514889905962043,64.58635534024829
2002.0,500,11.798992459158471,70.01120039573499
2002.0,600,13.665709247334874,74.91240769050928
2002.0,700,16.698448604012334,78.42708890094899
2002.0,800,17.82483018062705,82.18012509716985
2002.0,900,20.20773643708359,84.38392068601816
2002.0,1000,22.370444883593436,86.61282253861107
2002.0,1100,27.293684403381747,87.61313342184489
2002.0,1200,34.24713587251776,89.25456767259956
2002.0,1300,40.6334160028343,90.88607613867796
2002.0,1400,49.69041014107117,91.33695546826807
2002.0,1500,61.200336194172515,91.07950639283028
2002.0,1600,65.6967403751932,92.9454987152003
2002.0,1700,77.6955249283905,93.42217708045756
2002.0,1800,80.21329285828399,94.54493824527262
2002.0,1900,79.48193215339228,96.22228072502091
2002.0,2000,79.66416147734598,97.03018723365363
2002.0,2100,81.13337846987136,96.6649018678525
2002.0,2200,82.32848232848235,99.57790710478884
2003.0,100,8.214563663406233,46.61411061761772
2003.0,200,6.281639577684517,38.27528045904139
2003.0,300,7.73633379995057,50.25808220197663
2003.0,400,9.101940927129041,58.72900820778885
2003.0,500,11.14788490507164,64.7341843761772
2003.0,600,12.74217428976032,69.95067765638167
2003.0,700,14.575420945188956,73.95838112322622
2003.0,800,15.482257382549115,77.92777741565081
2003.0,900,17.19203461943117,80.34152952211464
2003.0,1000,18.546259328816056,82.59404888747517
2003.0,1100,23.362281780825572,83.70087230880779
2003.0,1200,30.720335606929492,85.80095020835968
2003.0,1300,38.525522779828584,87.49690581886429
2003.0,1400,47.96300547094939,88.45970227797551
2003.0,1500,59.80614852675881,88.77466168221248
2003.0,1600,71.06525152591989,90.92295618311125
2003.0,1700,80.60313836190792,91.70581819473972
2003.0,1800,78.87218405496073,93.6248236742878
2003.0,1900,82.02719395280234,95.73147967605614
2003.0,2000,73.41743611767234,97.21323842200674
2003.0,2100,76.05077860528098,96.39458512345469
2003.0,2200,63.54816354816355,99.62465567304278
2004.0,100,7.979844860420054,43.79980912956745
2004.0,200,6.5462892974529385,35.29157950277422
2004.0,300,8.102269171499456,46.77723278324628
2004.0,400,9.14865117620681,54.765847238844245
2004.0,500,10.581832386331781,59.96427644568933
2004.0,600,11.602170320128005,64.37924987693367
2004.0,700,12.911837500575663,68.12254466341633
2004.0,800,13.41323306844544,71.86855466256466
2004.0,900,14.673766561458574,74.29265465614688
2004.0,1000,16.669154350919673,76.71534441521
2004.0,1100,21.016544088779614,78.14247691761753
