Elevation,Tendencia
100,0.0
200,0.0
300,0.0
400,0.0
500,0.0
600,0.0
700,0.0
800,0.0
900,-2.621605021497161E-4
1000,0.0
1100,0.0
1200,-0.00202598687096697
1300,-0.013273432713906469
1400,-0.05164597627585515
1500,-0.1656811425027814
1600,-0.31594086154290435
1700,-0.5871344652512993
1800,-0.8752540408370642
1900,-1.3617447953759994
2000,-1.9290159022816307
2100,-2.654344413903894
2200,-3.3822727191906266
2300,-4.0891253167266175
2400,-4.4976840150944355
2500,-4.938563888412648
2600,-5.331907250760815
2700,-5.634579683964943
2800,-5.985065696357085
2900,-6.25152265456977
3000,-6.605414659437038
3100,-6.968607750990474
3200,-7.212592335929535
3300,-7.582266619428313
3400,-7.912575408194163
3500,-8.10200963425688
3600,-8.411192759446926
3700,-8.633988334994427
3800,-9.018596149707195
3900,-9.276451211630542
4000,-9.297442882033916
4100,-9.336528402748927
4200,-9.375055037677221
4300,-9.630186955651217
4400,-9.182562521716665
4500,-8.93559879685781
4600,-8.28326313252459
4700,-8.094047900691649
4800,-7.763780709508483
4900,-6.94806055056596
5000,-6.515017093775605
5100,-5.6766736129200295
5200,-5.011180730124189
5300,-4.122406451028359
5400,-3.5880011213905245
5500,-2.8625195618153367
5600,-1.8572443812738741
5700,-3.1119890594134634
5800,-2.569965870307168
5900,-3.0007716049382718
6000,-2.6581892166836214
6100,-1.0
6200,-2.797705943691345
6300,-3.9976303317535544
6400,-1.4999999999999998
6500,-3.027638190954774
