Year,SCA,CCA
2000,1.45,54.14
2001,0.95,41.76
2002,1.61,41.84
2003,1.16,28.66
2004,1.03,33.97
2005,1.65,27.47
2006,1.36,30.83
2007,2.79,25.25
2008,1.27,23.37
2009,1.22,28.06
2010,1.99,26.81
2011,1.91,22.91
2012,1.17,30.40
2013,1.32,23.08
2014,1.48,27.88
2015,1.43,28.39
2016,0.83,18.80
2017,1.67,29.72
2018,1.26,27.50
2019,1.35,24.39
2020,1.38,25.11
2021,0.92,22.50
2022,1.44,28.06
2023,1.15,26.12
