Sen_slope,Area
-10,40.44264613792893
-9,22.808766152818627
-8,34.37261113982843
-7,45.48885505545341
-6,65.43404793339465
-5,66.56609241537996
-4,65.53229115196079
-3,42.3522732261642
-2,16.15367523627451
-1,11.068165720588233
0,22.773337487377447
1,154.562607217892
2,106.9850763010419
3,30.474407518075992
4,6.7608678593750025
5,2.37454875
6,0.915605375
7,0.1833155625
8,0.0
9,0.0
10,0.916341625
