Year,SCA,CCA
2000,24.10,73.42
2001,23.46,65.10
2002,25.90,65.43
2003,25.84,46.34
2004,24.66,45.38
2005,26.43,46.19
2006,26.50,44.92
2007,28.42,48.97
2008,30.16,44.53
2009,26.72,46.75
2010,26.42,46.49
2011,29.49,46.21
2012,27.91,45.88
2013,25.81,40.11
2014,28.36,46.73
2015,27.29,46.05
2016,23.98,35.93
2017,25.05,44.10
2018,29.30,43.73
2019,25.35,43.75
2020,33.91,45.67
2021,25.55,40.38
2022,26.41,40.14
2023,28.62,40.25
