Sen_slope,Area
-10,22.891177312500016
-9,7.876097796875003
-8,7.3036425624999985
-7,8.595788171875
-6,12.177219859375
-5,12.033618093750004
-4,22.220458281250014
-3,33.09007337499999
-2,32.04544609375002
-1,36.56361048933824
0,228.12482110196098
1,441.16230044498013
2,240.7911368300242
3,131.76900188749983
4,106.23694567120117
5,73.96790620312493
6,57.08077290624995
7,44.38977807812498
8,38.800795875
9,26.59241390624999
10,42.83321440625
