Year,SCA,CCA
2000,6.18,8.43
2001,5.46,6.19
2002,27.32,7.31
2003,11.54,3.78
2004,5.14,2.70
2005,13.18,4.28
2006,13.21,1.94
2007,17.19,6.32
2008,5.90,1.88
2009,8.10,3.44
2010,7.43,2.11
2011,14.72,4.22
2012,5.19,2.08
2013,15.65,2.76
2014,3.82,1.34
2015,24.11,4.73
2016,13.00,8.17
2017,18.51,3.66
2018,12.03,2.55
2019,3.17,2.87
2020,2.52,1.50
2021,12.42,3.35
2022,14.68,4.37
2023,1.97,0.87
