Sen_slope,Area
-10,5.90454101985294
-9,4.906943087990195
-8,3.9097050591911766
-7,5.817551817953434
-6,11.509212258026954
-5,22.06688589681374
-4,40.497595545343124
-3,65.86659634368881
-2,33.837760296875
-1,29.28989503124999
0,396.82279889037903
1,712.5797153172222
2,140.33044054944878
3,17.27267623805147
4,2.639336924019608
5,0.9479679375
6,1.518672375
7,0.7592799375
8,0.5691244062499999
9,0.758878578125
10,3.226121390624999
