Sen_slope,Area
-10,323.82788161862754
-9,187.19963052524457
-8,292.90426693749856
-7,670.6270842621958
-6,669.2398110253048
-5,335.7020742346804
-4,189.6155125097429
-3,146.49321670410563
-2,159.12790760012268
-1,313.63261878063753
0,56.135380427389784
1,0.419364640625
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
