Year,SCA,CCA
2000,9.40,66.45
2001,11.81,65.12
2002,11.33,58.33
2003,10.31,54.29
2004,9.69,51.38
2005,12.02,52.17
2006,13.33,53.59
2007,12.06,54.19
2008,13.59,53.78
2009,14.08,56.82
2010,12.42,55.48
2011,11.30,54.10
2012,8.75,54.46
2013,8.85,49.71
2014,10.62,53.90
2015,8.17,52.33
2016,5.89,44.80
2017,9.34,53.11
2018,13.05,53.08
2019,12.09,52.18
2020,14.55,54.16
2021,7.17,51.31
2022,13.79,53.78
2023,15.82,53.34
