Sen_slope,Area
-10,17.392488859375
-9,7.904058812499999
-8,10.473928078125004
-7,13.469554250000009
-6,18.72506165625
-5,17.676368218749992
-4,17.459889953124993
-3,18.22558827849265
-2,16.918804281249997
-1,21.37411058039213
0,377.4190281903188
1,653.5238658878077
2,177.23616267732842
3,121.81440458296589
4,117.04946338069854
5,85.44504117187508
6,69.61036970251227
7,54.39426135937503
8,42.20283165624996
9,36.042562515624944
10,73.53975782812495
