Year,SCA,CCA
2000,12.95,73.77
2001,10.35,61.17
2002,13.41,68.52
2003,12.27,57.85
2004,11.43,56.18
2005,15.98,57.24
2006,15.64,55.05
2007,19.20,52.73
2008,12.71,45.45
2009,11.51,52.28
2010,16.09,55.09
2011,14.42,51.85
2012,12.83,56.17
2013,11.87,49.23
2014,11.99,54.06
2015,11.05,50.47
2016,9.47,43.44
2017,12.25,55.31
2018,13.33,52.17
2019,12.14,50.73
2020,12.61,51.30
2021,11.06,40.60
2022,16.44,55.12
2023,12.57,53.34
