Year,SCA,CCA
2000,51.05,73.02
2001,50.52,72.40
2002,48.88,66.05
2003,46.57,66.27
2004,44.91,61.29
2005,48.90,62.82
2006,48.05,64.26
2007,50.91,65.46
2008,51.23,64.64
2009,52.35,69.17
2010,50.83,67.54
2011,48.04,64.52
2012,46.79,65.14
2013,46.60,59.84
2014,48.17,64.76
2015,45.95,63.28
2016,40.98,53.36
2017,44.03,64.46
2018,50.69,64.20
2019,49.28,61.99
2020,49.62,64.22
2021,41.66,60.43
2022,49.59,63.67
2023,51.85,63.91
