Year,SCA,CCA
2000,31.30,74.73
2001,29.69,68.36
2002,30.80,64.07
2003,29.60,56.47
2004,27.01,53.50
2005,30.95,55.01
2006,31.33,55.25
2007,31.41,56.94
2008,33.55,54.60
2009,33.94,57.69
2010,31.82,57.00
2011,31.83,55.58
2012,31.63,54.72
2013,30.05,53.26
2014,30.81,56.97
2015,28.75,55.36
2016,24.11,45.21
2017,28.01,56.33
2018,33.00,53.75
2019,30.62,54.57
2020,33.40,55.33
2021,24.75,49.92
2022,29.64,52.59
2023,34.00,54.43
