Year,SCA,CCA
2000,0.72,12.31
2001,1.59,11.27
2002,1.41,7.10
2003,1.01,3.28
2004,1.65,5.00
2005,1.24,4.79
2006,1.01,4.21
2007,0.61,3.19
2008,0.72,3.75
2009,0.53,2.98
2010,0.43,2.88
2011,2.38,7.17
2012,1.64,5.64
2013,1.42,4.46
2014,0.48,1.68
2015,0.84,4.58
2016,0.83,2.99
2017,0.92,6.25
2018,3.16,7.17
2019,0.89,4.90
2020,0.93,5.36
2021,0.71,4.61
2022,0.95,3.71
2023,0.66,2.91
