group,variable,value
trend,100,-2.5511125159000553E-4
trend,200,0.0
trend,300,2.7390339731513836E-5
trend,400,8.409335229046035E-5
trend,500,3.2645310836105086E-4
trend,600,0.005424951585100361
trend,700,0.011813594667665388
trend,800,0.012493082689115321
trend,900,0.01125973877176919
trend,1000,0.021996723553830966
trend,1100,0.05056805664830895
trend,1200,0.09061488673139277
trend,1300,0.02830968537939575
trend,1400,-0.04720286023314569
trend,1500,0.01921299784753023
trend,1600,0.041005808188129524
trend,1700,-0.12547357224421016
trend,1800,-0.3154324189627644
trend,1900,-0.47130186695167975
trend,2000,-0.6006875246550848
trend,2100,-0.741742770934554
trend,2200,-0.9089396725330515
trend,2300,-1.8025037079671467
trend,2400,-2.460171862840869
trend,2500,-3.705878210244607
trend,2600,-6.7686318131256895
trend,2700,-9.654786213724398
trend,2800,-9.89329422473956
trend,2900,-10.217080073247883
trend,3000,-9.136754861332486
trend,3100,-12.108047451106124
trend,3200,-11.10453400503778
