group,variable,value
trend,100,0.054258044931774455
trend,200,-0.14165850575813088
trend,300,-0.6426196778747507
trend,400,-0.6112852532479108
trend,500,-1.0950429574678266
trend,600,-1.7165735487589857
trend,700,-2.162189787245544
trend,800,-2.855664999999987
trend,900,-3.2868727858607105
trend,1000,-3.7179348137672705
trend,1100,-3.2270024303221443
trend,1200,-1.8588263482423593
trend,1300,-0.7419660461424216
trend,1400,-0.11004222677842934
trend,1500,-0.02187899020045227
trend,1600,-0.008791978471633429
trend,1700,-0.0031537014495961043
trend,1800,0.0
trend,1900,0.0
