Sen_slope,Area
-10,0.0
-9,0.0
-8,0.0
-7,0.0
-6,0.0
-5,0.0
-4,0.0
-3,0.0
-2,0.0
-1,0.0
0,42.764938820894606
1,25.12235295128679
2,3.8892157187500005
3,1.1445365625
4,0.228860953125
5,0.68483803125
6,0.91178365625
7,1.367484953125
8,1.596473234375
9,0.22691503125
10,1.36560403125
