Year,SCA,CCA
2000,19.28,70.80
2001,18.80,69.94
2002,19.29,66.07
2003,20.71,62.41
2004,18.88,58.06
2005,22.83,57.11
2006,22.65,62.14
2007,24.88,60.27
2008,20.51,55.02
2009,24.63,63.33
2010,23.96,61.29
2011,21.03,59.65
2012,21.91,60.28
2013,19.64,54.83
2014,21.62,61.62
2015,20.18,59.58
2016,17.05,51.10
2017,19.82,61.38
2018,23.49,59.22
2019,20.87,57.57
2020,22.58,58.10
2021,16.93,56.74
2022,23.51,57.81
2023,24.23,58.67
