Elevation,Tendencia
100,0.0
200,0.0
300,0.0
400,0.0014261029029762507
500,-0.003394261718351117
600,6.754248716105421E-4
700,0.0019141911887877597
800,0.007374967536265213
900,0.004073188748620137
1000,9.622744185429176E-4
1100,-0.0013742238471963948
1200,-0.04085098921175026
1300,-0.09475435908962984
1400,-0.19469689836349605
1500,-0.30161911521173396
1600,-0.5269699481412132
1700,-0.8076937510319875
1800,-1.2694487279436844
1900,-1.6424701169971085
2000,-2.0269669881954133
2100,-2.376223971827804
2200,-2.4107337005977443
2300,-2.7402118526940593
2400,-3.062252195574155
2500,-3.442911525100625
2600,-3.9408318284515804
2700,-4.2164882603118174
2800,-4.801189666355543
2900,-5.295459591736468
3000,-5.802295287648994
3100,-6.639050769149998
3200,-7.430592971048149
3300,-7.452180285818982
3400,-8.176886083558761
3500,-8.79828165857303
3600,-8.818181818181818
3700,-8.5
3800,-8.704419889502763
3900,-9.555555555555555
