Sen_slope,Area
-10,11.149675984007349
-9,5.622638462071078
-8,7.129755076899508
-7,11.722045228553922
-6,22.01928525643384
-5,36.52392882267159
-4,41.45417372738968
-3,36.43345995490193
-2,14.486412000000009
-1,10.345170359375002
0,672.9371356874428
1,1111.3152465408223
2,227.62903864601753
3,22.928251437438732
4,3.384496843750001
5,0.37724325
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
