Year,SCA,CCA
2000,1.88,66.21
2001,1.16,56.46
2002,2.20,58.10
2003,1.90,44.05
2004,1.50,43.12
2005,2.43,42.21
2006,2.20,39.71
2007,3.03,38.91
2008,1.86,33.95
2009,1.72,40.90
2010,2.40,41.94
2011,2.00,40.22
2012,1.79,43.95
2013,1.77,37.26
2014,1.87,44.19
2015,1.63,39.30
2016,1.46,31.79
2017,2.34,42.13
2018,1.97,38.73
2019,1.86,39.98
2020,2.06,39.48
2021,1.66,32.32
2022,2.67,40.17
2023,2.41,39.56
