Sen_slope,Area
-10,44.35824523124998
-9,13.116049578186278
-8,13.962331452573528
-7,21.69364108952204
-6,29.63245470998773
-5,32.13265375263481
-4,39.98287974466918
-3,35.99886704258581
-2,27.55496684460783
-1,6.103326812071078
0,29.315217003860287
1,237.36402924417857
2,116.82161616985283
3,15.471977517953436
4,1.67545940625
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
