group,variable,value
1.0,100,0.5652047524502145
1.0,200,1.5027379715787013
1.0,300,2.0919605451094725
1.0,400,2.4875465074103804
1.0,500,3.1473419422800792
1.0,600,3.749255069091596
1.0,700,4.110529999542768
1.0,800,4.72030422025312
1.0,900,9.623448956570785
1.0,1000,7.414512093411177
2.0,100,0.7074702638328648
2.0,200,1.6342993624073274
2.0,300,2.059056149292039
2.0,400,2.412297460370305
2.0,500,2.74805869406204
2.0,600,3.0139088394510605
2.0,700,2.9567144178586857
2.0,800,3.266353298395687
2.0,900,6.050408911449521
2.0,1000,6.53044203502919
3.0,100,1.6276292583517775
3.0,200,3.723239578504563
3.0,300,4.84008009527109
3.0,400,5.626638167214612
3.0,500,6.527052797907732
3.0,600,6.9694518970510835
3.0,700,7.273180665515382
3.0,800,8.494372509233163
3.0,900,14.200930626057533
3.0,1000,13.13552960800667
4.0,100,3.904043997822386
4.0,200,8.60038129534597
4.0,300,10.735909753351471
4.0,400,12.138463196698893
4.0,500,13.858320578420948
4.0,600,15.016099114392881
4.0,700,16.099637381691753
4.0,800,19.722683678087066
4.0,900,28.898900169204737
4.0,1000,22.73185988323603
5.0,100,9.307327491457537
5.0,200,19.957097173215537
5.0,300,24.623125517044443
5.0,400,27.488890118188074
5.0,500,30.406037160137576
5.0,600,32.164430884657385
5.0,700,33.248532468583
5.0,800,35.97159248500062
5.0,900,48.50373660462494
5.0,1000,41.728523769808184
6.0,100,15.794281558838946
6.0,200,34.56431799819124
6.0,300,43.06701213010212
6.0,400,49.04676746408934
6.0,500,55.28328041489415
6.0,600,61.359184315494694
6.0,700,66.56777374868541
6.0,800,71.94086390377048
6.0,900,82.56944444444444
6.0,1000,80.11384487072563
7.0,100,14.785861449092412
7.0,200,33.66915617103849
7.0,300,43.23974453859285
7.0,400,50.34891678509836
7.0,500,57.42733745123062
7.0,600,63.553847226839075
7.0,700,68.77279202028683
7.0,800,73.3055048683998
7.0,900,84.55104342921602
7.0,1000,84.41576313594666
8.0,100,8.217905269309446
8.0,200,20.16672470316545
8.0,300,27.98018829196216
8.0,400,35.11311195311789
8.0,500,43.876766080684135
8.0,600,51.9079550311032
8.0,700,59.51674339918608
8.0,800,66.80660700991184
8.0,900,81.66560913705584
8.0,1000,77.59799833194327
9.0,100,2.9048734492473285
9.0,200,7.226729904259792
9.0,300,11.226935770616638
9.0,400,15.5806354663062
9.0,500,22.59970131214637
9.0,600,30.89567554252341
9.0,700,39.86004199478753
9.0,800,52.2689663226427
9.0,900,67.63585730400453
9.0,1000,63.34862385321101
10.0,100,1.3806251278754658
10.0,200,3.328756290204911
10.0,300,5.087154662822641
10.0,400,6.794016939989251
10.0,500,9.932963647261111
10.0,600,14.432514008262483
10.0,700,21.311046317366586
10.0,800,33.03732683240146
10.0,900,53.778976311336734
10.0,1000,44.65429524603837
11.0,100,0.7398746317211504
11.0,200,1.7496432752466768
11.0,300,2.516229295957815
11.0,400,3.25291762000679
11.0,500,4.489445206712122
11.0,600,6.140788973835393
11.0,700,9.01991762831446
11.0,800,14.254777163043933
11.0,900,26.462845459672874
11.0,1000,18.306505421184315
12.0,100,0.4461871239496085
12.0,200,1.0430220555452883
12.0,300,1.4581855449122778
12.0,400,1.758249291125546
12.0,500,2.488249794848167
12.0,600,3.073301498171798
12.0,700,4.174387400156862
12.0,800,6.949345284148128
12.0,900,13.613085166384659
12.0,1000,11.497497914929108
